Prokaryote Name	Tax ID	Average CAI	Median CAI	Coefficient of Variation (of CAI)	Nc Difference	Average Nc	Salinity	Oxygen Requirment	Habitat	Temp. Range	Pathogenic	Present in the trimmed list	Super Kingdom	GC content (%)
Brucella microti CCM 4915	568815	0.57518996	0.578	0.168668499	0.167055503	43.7666468	Non-halophilic		Multiple		Mammals	Yes	Bacteria	0.57254348
Brucella ovis	444178	0.586501166	0.5905	0.160989564	0.155386032	44.02912782		Facultative	Host-associated	Mesophilic	Sheep	Yes	Bacteria	0.571945512
Brucella suis 1330	204722	0.551233569	0.55	0.170511276	0.179783177	43.67321649		Aerobic	Host-associated	Mesophilic	"Human, Animal"	Yes	Bacteria	0.572513065
Brucella suis ATCC 23445	470137	0.570424321	0.572	0.172341418	0.173577651	43.86964782		Aerobic	Host-associated	Mesophilic	"Human, Animal"	No	Bacteria	0.572052276
Buchnera aphidicola	224915	0.686317697	0.688	0.074458464	0.056131872	36.7288678			Host-associated	Mesophilic	No	No	Bacteria	0.253415785
Buchnera aphidicola 5A  Acyrthosiphon pisum 	563178	0.682931774	0.682	0.049386591	0.018284246	37.12630604			Host-associated	Mesophilic	No	Yes	Bacteria	0.262856591
Buchnera aphidicola Cc Cinara cedri	372461	0.773577508	0.778	0.058313358	0.001650723	31.38377204			Host-associated	Mesophilic	No	No	Bacteria	0.202000786
Buchnera aphidicola Sg	198804	0.703976331	0.705	0.052120859	-0.009267145	35.4939073			Host-associated	Mesophilic	No	No	Bacteria	0.253305771
Buchnera aphidicola Tuc7  Acyrthosiphon pisum 	561501	0.683700587	0.683	0.04952877	0.01367498	37.18027006			Host-associated	Mesophilic	No	No	Bacteria	0.262924622
Buchnera sp	107806	0.681451977	0.683	0.052107398	0.017852186	37.18041808			Host-associated	Mesophilic	No	No	Bacteria	0.263648633
Burkholderia 383	269483	0.628351087	0.644	0.171063196	0.031514515	34.81779246		Facultative	Multiple		Human	Yes	Bacteria	0.662724461
Burkholderia ambifaria AMMD	339670	0.64088493	0.657	0.159520157	0.01740843	34.30651994		Facultative	Multiple	Mesophilic		Yes	Bacteria	0.667748324
Burkholderia ambifaria MC40 6	398577	0.635276818	0.652	0.164565615	0.028306995	34.62590479	Non-halophilic		Multiple	Mesophilic	Human	No	Bacteria	0.663917187
Burkholderia CCGE1002 uid42523	640511	0.624475907	0.643	0.166787429	0.08035907	38.90140797		Facultative	Host-associated	Mesophilic		Yes	Bacteria	0.632667703
Burkholderia cepacia AMMD	339670	0.64088493	0.657	0.159520157	0.01740843	34.30651994		Facultative	Multiple	Mesophilic		No	Bacteria	0.667748324
Burkholderia glumae BGR1	626418	0.645035303	0.675	0.178084665	0.029009369	34.09228837		Aerobic	Multiple	Mesophilic	Rice	Yes	Bacteria	0.679263326
Burkholderia mallei ATCC 23344	243160	0.626906193	0.652	0.180742707	0.015851747	33.55270196			Host-associated	Mesophilic	"Human, Animal"	No	Bacteria	0.684855198
Burkholderia mallei NCTC 10229	412022	0.641450717	0.658	0.147710401	0.000284794	33.12646416			Host-associated	Mesophilic	"Human, Animal"	Yes	Bacteria	0.684673205
Burkholderia mallei NCTC 10247	320389	0.650387293	0.666	0.138976176	-0.011005535	33.01884443			Host-associated	Mesophilic	"Human, Animal"	No	Bacteria	0.684845952
Burkholderia mallei SAVP1	320388	0.654430825	0.671	0.140800447	-0.011576908	33.14678301			Host-associated	Mesophilic	"Human, Animal"	No	Bacteria	0.684037978
Burkholderia multivorans ATCC 17616	395019	0.642983498	0.672	0.178912052	0.0516576	34.73591159	Non-halophilic	Aerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.666860904
Burkholderia multivorans ATCC 17616 JGI	395019	0.621876672	0.645	0.177410094	0.046382585	34.73591159	Non-halophilic	Aerobic	Host-associated	Mesophilic	Human	No	Bacteria	0.666860904
Burkholderia multivorans ATCC 17616 Tohoku	395019	0.62943956	0.65	0.167205688	0.048278956	34.43119408	Non-halophilic	Aerobic	Host-associated	Mesophilic	Human	No	Bacteria	0.666863419
Burkholderia phymatum STM815	391038	0.565010804	0.579	0.191064516	0.132440059	40.4531793	Non-halophilic		Host-associated	Mesophilic	No	Yes	Bacteria	0.622924034
Burkholderia phytofirmans PsJN	398527	0.599948101	0.611	0.163195464	0.097973435	40.27454517		Aerobic	Terrestrial	Mesophilic	No	Yes	Bacteria	0.622868292
Burkholderia pseudomallei 1106a	357348	0.623359522	0.645	0.173591536	0.024075855	33.69270948		Aerobic	Terrestrial	Mesophilic	Animal	No	Bacteria	0.682579777
Burkholderia pseudomallei 1710b	320372	0.596273366	0.63	0.21313182	0.061780154	35.08204991		Aerobic	Terrestrial	Mesophilic	Animal	No	Bacteria	0.679781512
Burkholderia pseudomallei 668	320373	0.623065679	0.645	0.173055264	0.021639183	33.71671551		Aerobic	Terrestrial	Mesophilic	Animal	Yes	Bacteria	0.68289159
Burkholderia pseudomallei K96243	272560	0.634792722	0.654	0.161883171	0.020311486	33.70387957		Aerobic	Terrestrial	Mesophilic	Animal	No	Bacteria	0.680587239
Burkholderia pseudomallei MSHR346	536230	0.642613248	0.667	0.168483584	0.006663319	33.72549969		Aerobic	Terrestrial	Mesophilic	Human	No	Bacteria	0.677087603
Burkholderia thailandensis E264	271848	0.621895769	0.64	0.164595352	0.033760981	34.28028692		Aerobic	Terrestrial	Mesophilic		Yes	Bacteria	0.676281222
Burkholderia vietnamiensis G4	269482	0.599391179	0.635	0.223298629	0.087773731	36.65123306		Facultative	Multiple		Human	Yes	Bacteria	0.657380525
Burkholderia xenovorans LB400	266265	0.581363545	0.596	0.18239573	0.108141048	40.86277185		Aerobic	Multiple	Mesophilic	"Human, Plants"	Yes	Bacteria	0.626278139
Caldicellulosiruptor saccharolyticus DSM 8903	351627	0.658931077	0.661	0.057479943	0.074743486	44.90697553		Anaerobic	Specialized	Thermophilic	No	Yes	Bacteria	0.352540758
Caldivirga maquilingensis IC-167	397948	0.670200665	0.675	0.070024767	0.027572179	44.28726552		Microaerophilic	Specialized	Hyperthermophilic	No	Yes	Archaea	0.430958424
Campylobacter concisus 13826	360104	0.645781968	0.641	0.092486342	0.079248185	45.58176193		Microaerophilic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.392668042
Campylobacter curvus 525 92	360105	0.663721618	0.662	0.061490936	0.023846452	50.02025845		Microaerophilic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.445353337
Campylobacter fetus 82-40	360106	0.674656067	0.675	0.060520466	0.07188098	43.21058469		Microaerophilic	Host-associated		"Human, Animal"	Yes	Bacteria	0.333075104
Campylobacter hominis ATCC BAA-381	360107	0.668650611	0.665	0.069099325	0.070972877	44.08822933		Anaerobic	Host-associated	Mesophilic	No	Yes	Bacteria	0.317383597
Campylobacter jejuni	192222	0.674996617	0.676	0.065777252	0.069349982	39.28797835		Microaerophilic	Multiple	Mesophilic	Human	No	Bacteria	0.305485717
Campylobacter jejuni 81116	407148	0.673583278	0.674	0.064171665	0.062841097	39.20268027		Microaerophilic	Multiple	Mesophilic	Human	No	Bacteria	0.305415158
Campylobacter jejuni 81-176	354242	0.681249195	0.682	0.067989134	0.059087105	39.28400708		Microaerophilic	Multiple	Mesophilic	Human	Yes	Bacteria	0.304754651
Campylobacter jejuni doylei 269 97	360109	0.664459514	0.667	0.075089316	0.07851606	39.81171592	Non-halophilic	Microaerophilic	Multiple	Mesophilic	Human	No	Bacteria	0.305733112
Campylobacter jejuni RM1221	195099	0.67654397	0.677	0.062917883	0.064841455	39.26580842		Microaerophilic	Multiple	Mesophilic	Human	No	Bacteria	0.303061427
Campylobacter lari RM2100	306263	0.675190343	0.675	0.070002136	0.064754275	37.99444157		Microaerophilic	Multiple	Mesophilic	Animal	Yes	Bacteria	0.296200008
Candidatus Accumulibacter phosphatis clade IIA UW 1	522306	0.691395671	0.701	0.099557705	-0.073298235	40.85408268			Specialized	Mesophilic		Yes	Bacteria	0.639692597
Candidatus Amoebophilus asiaticus 5a2	452471	0.668377578	0.673	0.061983886	0.04450279	46.10813722			Host-associated			Yes	Bacteria	0.350450338
Candidatus Azobacteroides pseudotrichonymphae genomovar  CFP2	511995	0.65115204	0.659	0.088547557	0.062872638	45.18924845			Specialized	Mesophilic	No	Yes	Bacteria	0.329478112
Candidatus Blochmannia floridanus	203907	0.685288321	0.71	0.113723437	0.026386217	36.52691606			Specialized	Mesophilic	No	No	Bacteria	0.27383188
Candidatus Blochmannia pennsylvanicus BPEN	291272	0.675604203	0.677	0.050285613	0.002419285	40.89872154					No	Yes	Bacteria	0.295646836
Candidatus Carsonella ruddii PV	387662	0.783986577	0.781	0.050096102	0.013644767	29.89946309			Specialized		No	No	Bacteria	0.165643672
Candidatus Desulfococcus oleovorans Hxd3	96561	0.662866909	0.683	0.135142839	-0.034098221	42.13979161		Anaerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.561686156
Candidatus Desulforudis audaxviator MP104C	477974	0.624216937	0.636	0.128223863	0.006992969	42.39329221			Specialized		No	Yes	Bacteria	0.608471421
Candidatus Hamiltonella defensa 5AT  Acyrthosiphon pisum 	572265	0.590891581	0.601	0.101308046	0.106755814	50.97183525			Host-associated	Mesophilic		Yes	Bacteria	0.404600292
Candidatus Hodgkinia cicadicola Dsem	573234	0.676044444	0.679	0.041299692	-0.01515315	46.49845185			Specialized		No	No	Bacteria	0.583852012
Candidatus Korarchaeum cryptofilum OPF8	374847	0.674360082	0.679	0.08178734	0.052431052	45.83409191		Anaerobic	Specialized	Thermophilic		Yes	Archaea	0.490006959
Candidatus Koribacter versatilis Ellin345	204669	0.56148458	0.566	0.125695026	0.161910805	44.63855159		Aerobic	Terrestrial	Mesophilic	No	No	Bacteria	0.583838433
Candidatus Liberibacter asiaticus psy62	537021	0.642070099	0.647	0.073868096	0.065661531	46.41511501				Mesophilic	Citrus	Yes	Bacteria	0.364788083
Candidatus Methanoregula boonei 6A8	456442	0.631456857	0.644	0.111612756	0.054365922	47.05954314		Anaerobic	Terrestrial	Mesophilic	No	Yes	Archaea	0.545136088
Candidatus Methanosphaerula palustris E1 9c	521011	0.720892623	0.733	0.083791831	-0.069331935	46.40076168		Anaerobic	Specialized	Mesophilic	No	Yes	Archaea	0.553536758
Candidatus Pelagibacter ubique HTCC1062	335992	0.697541868	0.698	0.056916949	0.04914718	37.1098913		Aerobic	Aquatic	Mesophilic		Yes	Bacteria	0.296830815
Candidatus Phytoplasma australiense	59748	0.642241758	0.65	0.095885809	0.07367634	38.97053297		Aerobic	Host-associated	Mesophilic	Grapevines	Yes	Bacteria	0.274246868
Candidatus Phytoplasma mali	37692	0.704784038	0.7175	0.088645825	0.019085649	32.01656103		Aerobic	Host-associated	Mesophilic	Plant	No	Bacteria	0.2139372
Candidatus Puniceispirillum marinum IMCC1322 uid47081	488538	0.695671008	0.698	0.068501933	0.0547596	49.93615			Aquatic			Yes	Bacteria	0.488537065
Candidatus Riesia pediculicola USDA uid46841	515618	0.689668966	0.692	0.05149946	0.002592534	39.73495632			Host-associated	Mesophilic	No	No	Bacteria	0.285724593
Candidatus Ruthia magnifica Cm Calyptogena magnifica 	413404	0.643099889	0.643	0.061283052	0.079123522	43.55915205					No	Yes	Bacteria	0.340334361
Candidatus Sulcia muelleri DMIN uid47075	641892	0.766390863	0.77	0.047215683	-0.002907837	31.84803046			Specialized			No	Bacteria	0.224930616
Candidatus Sulcia muelleri GWSS	444179	0.769484848	0.772	0.048303492	-0.001517578	31.78514646						No	Bacteria	0.224408423
Candidatus Sulcia muelleri SMDSEM	595499	0.744936652	0.749	0.071131509	-0.000506237	32.64380995			Specialized			No	Bacteria	0.22595168
Candidatus Vesicomyosocius okutanii HA	412965	0.648833718	0.648	0.070094957	0.07632332	40.58168707	Non-halophilic	Anaerobic	Host-associated	Mesophilic	No	Yes	Bacteria	0.315949456
Candidiatus Sulcia muelleri SMDSEM	595499	0.744936652	0.749	0.071131509	-0.000506237	32.64380995			Specialized			No	Bacteria	0.22595168
Capnocytophaga ochracea DSM 7271	521097	0.592458206	0.591	0.103186634	0.112442915	48.42134811		Facultative	Host-associated	Mesophilic	Human	Yes	Bacteria	0.395879713
Carboxydothermus hydrogenoformans Z-2901	246194	0.702522124	0.705	0.042584581	0.013301573	50.07877969		Anaerobic	Aquatic	Hyperthermophilic	No	Yes	Bacteria	0.420497194
Catenulispora acidiphila DSM 44928	479433	0.633662449	0.644	0.160801193	0.12837879	32.71513449		Aerobic	Terrestrial	Mesophilic	No	Yes	Bacteria	0.697670815
Caulobacter crescentus	190650	0.566344917	0.57	0.195019485	0.120076361	34.94368781		Aerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.672139812
Caulobacter crescentus NA1000	565050	0.560185927	0.563	0.201445754	0.122135345	34.79993133		Aerobic	Aquatic	Mesophilic	No	No	Bacteria	0.671716471
Caulobacter K31	366602	0.605161368	0.614	0.157841593	0.108551572	34.51064547	Non-halophilic	Aerobic		Mesophilic	No	Yes	Bacteria	0.67348417
Caulobacter segnis ATCC 21756 uid41709	509190	0.617162418	0.625	0.175645719	0.074765677	33.59165125		Aerobic	Aquatic	Mesophilic		Yes	Bacteria	0.676668982
Cellulomonas flavigena DSM 20109 uid48821	446466	0.751732883	0.761	0.104705788	0.037938666	30.31778019		Facultative	Terrestrial	Mesophilic	No	Yes	Bacteria	0.742936215
Cellvibrio japonicus Ueda107	498211	0.565763402	0.566	0.106014304	0.105125815	47.5049404		Aerobic	Terrestrial	Mesophilic	No	Yes	Bacteria	0.519912389
Chitinophaga pinensis DSM 2588	485918	0.594088399	0.586	0.102450221	0.15184638	50.8251504		Aerobic	Terrestrial	Mesophilic	No	Yes	Bacteria	0.45227118
Chlamydia muridarum	243161	0.631333733	0.633	0.057269339	0.076766736	48.64797119			Host-associated	Mesophilic	"Human, Animal"	Yes	Bacteria	0.403051742
Chlamydia trachomatis	272561	0.640661027	0.64	0.057264893	0.08418078	49.46937039			Host-associated	Mesophilic	Human	No	Bacteria	0.413048968
Chlamydia trachomatis 434 Bu	471472	0.637813725	0.638	0.05760036	0.087722688	49.48059559			Host-associated	Mesophilic	Human	No	Bacteria	0.413290953
Chlamydia trachomatis A HAR-13	315277	0.638162928	0.637	0.058584784	0.08458738	49.4670791			Host-associated	Mesophilic	Human	No	Bacteria	0.412667103
Chlamydia trachomatis B Jali20 OT	580049	0.639154223	0.638	0.057311026	0.083597794	49.45294247			Host-associated	Mesophilic	Human	Yes	Bacteria	0.41299198
Chlamydia trachomatis B TZ1A828 OT	672161	0.638243309	0.637	0.057365093	0.085074001	49.44409732			Host-associated	Mesophilic	Human	No	Bacteria	0.413025409
Chlamydia trachomatis D UW 3 CX	272561	0.643268908	0.643	0.057112066	0.083187019	49.49430972			Host-associated	Mesophilic	Human	No	Bacteria	0.413072568
Chlamydia trachomatis Jali20	580049	0.639154223	0.638	0.057311026	0.083597794	49.45294247			Host-associated	Mesophilic	Human	No	Bacteria	0.41299198
Chlamydia trachomatis L2b UCH 1 proctitis	471473	0.637594363	0.638	0.05750023	0.088379864	49.48798407			Host-associated	Mesophilic	Human	No	Bacteria	0.413280211
Chlamydophila abortus S26 3	218497	0.639509692	0.64	0.052312542	0.069730232	50.28583124			Host-associated	Mesophilic	"Human, Animal"	Yes	Bacteria	0.398664077
Chlamydophila caviae	227941	0.644345395	0.645	0.054868003	0.059701156	48.62561623			Host-associated	Mesophilic	"Human, Animal"	Yes	Bacteria	0.391856477
Chlamydophila felis Fe C-56	264202	0.656762366	0.658	0.048007182	0.038000631	49.6923957			Host-associated	Mesophilic	"Human, Animal"	Yes	Bacteria	0.393402233
Chlamydophila pneumoniae AR39	115711	0.595327461	0.594	0.065292541	0.110809638	50.34540207			Host-associated	Mesophilic	Human	No	Bacteria	0.405750229
Chlamydophila pneumoniae CWL029	115713	0.601429607	0.6	0.064165843	0.110086502	50.35068219			Host-associated	Mesophilic	Human	No	Bacteria	0.405776969
Chlamydophila pneumoniae J138	138677	0.600684372	0.599	0.063763919	0.10953927	50.4143524			Host-associated	Mesophilic	Human	No	Bacteria	0.405814943
Chlamydophila pneumoniae TW 183	182082	0.595010277	0.593	0.064505344	0.113294947	50.37145735			Host-associated	Mesophilic	Human	Yes	Bacteria	0.405762133
Chlorobaculum parvum NCIB 8327	517417	0.671677128	0.677	0.123138875	-0.017537457	44.03770957		Facultative	Aquatic	Mesophilic	No	Yes	Bacteria	0.557961148
Chlorobium chlorochromatii CaD3	340177	0.627081172	0.626	0.071666255	0.041999869	46.97380609		Anaerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.44278189
Chlorobium limicola DSM 245	290315	0.734046361	0.736	0.053947246	-0.023076275	50.13334956	Mesophilic	Anaerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.513168338
Chlorobium luteolum DSM 273	319225	0.646192727	0.652	0.1130357	0.022675539	45.42689351		Anaerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.573300457
Chlorobium phaeobacteroides BS1	331678	0.750932924	0.751	0.039346813	-0.008592593	52.75674917			Aquatic	Mesophilic	No	Yes	Bacteria	0.489270769
Chlorobium phaeobacteroides DSM 266	290317	0.693402449	0.696	0.049984448	0.019785269	51.80259037	Mesophilic	Facultative	Aquatic	Mesophilic	No	No	Bacteria	0.483514481
Chlorobium tepidum TLS	194439	0.672159955	0.678	0.105312757	-0.003886564	44.01374929		Anaerobic	Specialized	Thermophilic	No	Yes	Bacteria	0.565298136
Chloroflexus aggregans DSM 9485	326427	0.66521542	0.667	0.076839542	0.062425927	49.87699769		Facultative	Specialized	Thermophilic	No	Yes	Bacteria	0.564284938
Chloroflexus aurantiacus J 10 fl	324602	0.662638292	0.665	0.072953735	0.072981196	49.60382782		Anaerobic	Specialized	Thermophilic	No	Yes	Bacteria	0.566971523
Chloroflexus Y 400 fl	480224	0.659518878	0.663	0.07751928	0.073875548	49.64005178						Yes	Bacteria	0.566819006
Chloroherpeton thalassium ATCC 35110	517418	0.664764706	0.663	0.056460807	-0.006024016	49.81274324		Facultative	Aquatic	Mesophilic	No	Yes	Bacteria	0.450389196
Chromobacterium violaceum	243365	0.579298489	0.589	0.215962139	0.004666125	33.95425068		Facultative	Multiple	Mesophilic	Human	Yes	Bacteria	0.648337431
Chromohalobacter salexigens DSM 3043	290398	0.628573949	0.639	0.144007916	0.05228988	38.93906224	Moderate halophilic	Aerobic		Mesophilic	No	Yes	Bacteria	0.639118564
Citrobacter koseri ATCC BAA-895	290338	0.434851584	0.424	0.196392894	0.21441817	45.08691394			Multiple	Mesophilic	"Human, Animal"	Yes	Bacteria	0.538274305
Citrobacter rodentium ICC168	637910	0.439174171	0.433	0.194030821	0.191524011	43.7425008		Facultative	Multiple	Mesophilic	Mouse	Yes	Bacteria	0.545503972
Clavibacter michiganensis NCPPB 382	443906	0.709842852	0.728	0.155022203	0.051049865	29.78242506		Aerobic	Multiple	Mesophilic	Tomato	Yes	Bacteria	0.724959406
Clavibacter michiganensis sepedonicus	31964	0.685629861	0.715	0.186573832	0.067513233	30.61803542		Aerobic	Multiple	Mesophilic	Plant	No	Bacteria	0.72377435
Clostridiales genomosp  BVAB3 UPII9 5 uid46219	699246	0.656524866	0.654	0.061297778	0.048123149	52.03848049						Yes	Bacteria	0.442119533
Clostridium acetobutylicum	272562	0.655875915	0.655	0.07809421	0.088572277	39.47211589	Non-halophilic	Anaerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.309251176
Clostridium beijerinckii NCIMB 8052	290402	0.666008019	0.664	0.090736326	0.09852704	38.28173039	Non-halophilic			Mesophilic	No	Yes	Bacteria	0.298555885
Clostridium botulinum A	413999	0.652929404	0.656	0.0941268	0.088350315	36.07742649	Non-halophilic	Anaerobic	Multiple	Mesophilic	Human	No	Bacteria	0.282386518
Clostridium botulinum A ATCC 19397	441770	0.648250329	0.651	0.100049561	0.082885494	36.08161794		Anaerobic	Multiple	Mesophilic	Human	No	Bacteria	0.282053346
Clostridium botulinum A Hall	441771	0.648548146	0.652	0.100726159	0.08249731	36.06525961		Anaerobic	Multiple	Mesophilic	Human	No	Bacteria	0.281847119
Clostridium botulinum A2 Kyoto	536232	0.646138787	0.651	0.10980787	0.0932999	36.25448376		Anaerobic	Multiple	Mesophilic	Human	No	Bacteria	0.282110126
Clostridium botulinum A3 Loch Maree	498214	0.660777219	0.665	0.095646341	0.087796483	36.2662213		Anaerobic	Multiple	Mesophilic	Human	No	Bacteria	0.281433325
Clostridium botulinum B Eklund 17B	508765	0.729691514	0.731	0.070018085	0.026608749	34.36873045		Anaerobic	Multiple	Mesophilic	No	No	Bacteria	0.274796912
Clostridium botulinum B1 Okra	498213	0.657648103	0.662	0.095990326	0.092125664	36.22607956		Anaerobic	Multiple	Mesophilic	Human	Yes	Bacteria	0.282279847
Clostridium botulinum Ba4 657	515621	0.656429258	0.661	0.098341446	0.089090787	35.96294533		Anaerobic	Multiple	Mesophilic	Human	No	Bacteria	0.280444524
Clostridium botulinum E3 Alaska E43	508767	0.736532984	0.738	0.06607044	0.023927794	34.23666178		Anaerobic	Multiple	Mesophilic	Human	No	Bacteria	0.273612406
Clostridium botulinum F Langeland	441772	0.651730057	0.656	0.101096159	0.086314867	36.1187792		Anaerobic	Multiple	Mesophilic	Human	No	Bacteria	0.282992533
