Locus,CDS,ProteinID,uniprot_id,Gene,Mean.tpm
b2316,lcl|NC_000913.3_cds_NP_416819.1_2297,NP_416819.1,P0A9Q5,accD,427.7719369009615
b2317,lcl|NC_000913.3_cds_NP_416820.1_2298,NP_416820.1,P0ABP6,dedA,38.22041339389201
b2318,lcl|NC_000913.3_cds_NP_416821.1_2299,NP_416821.1,P07649,truA,43.843129450348314
b2319,lcl|NC_000913.3_cds_NP_416822.1_2300,NP_416822.1,P08390,usg,115.49545445600874
b2320,lcl|NC_000913.3_cds_NP_416823.1_2301,NP_416823.1,P05459,pdxB,113.94946248227772
b2321,lcl|NC_000913.3_cds_NP_416824.1_2302,NP_416824.1,P15286,flk,14.694556815365342
b2323,lcl|NC_000913.3_cds_NP_416826.1_2304,NP_416826.1,P0A953,fabB,828.6380512624315
b2324,lcl|NC_000913.3_cds_NP_416827.4_2305,NP_416827.4,P77182,mnmC,13.542525613784155
b2325,lcl|NC_000913.3_cds_NP_416828.1_2306,NP_416828.1,P64540,yfcL,216.15994078459605
b2326,lcl|NC_000913.3_cds_NP_416829.1_2307,NP_416829.1,P76938,epmC,17.64652940382329
b2327,lcl|NC_000913.3_cds_NP_416830.1_2308,NP_416830.1,P0AD30,yfcA,14.721412975662357
b2328,lcl|NC_000913.3_cds_NP_416831.1_2309,NP_416831.1,P0C0T5,mepA,33.69272918598314
b2329,lcl|NC_000913.3_cds_NP_416832.1_2310,NP_416832.1,P12008,aroC,95.45658699115525
b2330,lcl|NC_000913.3_cds_NP_416833.4_2311,NP_416833.4,P39199,prmB,134.5859205117682
b2331,lcl|NC_000913.3_cds_NP_416834.1_2312,NP_416834.1,P0A8B2,smrB,68.58753531072537
b2340,lcl|NC_000913.3_cds_NP_416842.1_2319,NP_416842.1,P76502,sixA,61.37507637469786
b2343,lcl|NC_000913.3_cds_NP_416845.2_2322,NP_416845.2,P0AD33,yfcZ,777.3301615143982
b2344,lcl|NC_000913.3_cds_NP_416846.2_2323,NP_416846.2,P10384,fadL,335.9925594414257
b2346,lcl|NC_000913.3_cds_NP_416848.1_2325,NP_416848.1,P76506,mlaA,186.95748179733272
b2349,lcl|NC_000913.3_cds_NP_416850.1_2327,NP_416850.1,P37326,intS,26.281362217358524
b2350,lcl|NC_000913.3_cds_NP_416851.1_2328,NP_416851.1,P77682,yfdG,55.81747038338445
b2351,lcl|NC_000913.3_cds_NP_416852.1_2329,NP_416852.1,P77293,yfdH,123.98967698965907
b2352,lcl|NC_000913.3_cds_NP_416853.1_2330,NP_416853.1,P76507,yfdI,43.35839019151886
b2364,lcl|NC_000913.3_cds_NP_416865.1_2343,NP_416865.1,P46068,dsdC,8.44985206971104
b2366,lcl|NC_000913.3_cds_NP_416867.1_2345,NP_416867.1,P00926,dsdA,66.00848430315605
b2369,lcl|NC_000913.3_cds_NP_416870.1_2349,NP_416870.1,P0ACZ4,evgA,86.48294629578717
b2370,lcl|NC_000913.3_cds_NP_416871.1_2350,NP_416871.1,P30855,evgS,5.643580423808984
b2379,lcl|NC_000913.3_cds_NP_416880.1_2360,NP_416880.1,P77434,alaC,45.201880491855654
b2388,lcl|NC_000913.3_cds_NP_416889.1_2369,NP_416889.1,P0A6V8,glk,66.40180720432238
b2393,lcl|NC_000913.3_cds_NP_416894.1_2374,NP_416894.1,P0AFF2,nupC,101.98068444563411
b2394,lcl|NC_000913.3_cds_NP_416895.2_2375,NP_416895.2,P0CF93,insL3,14.556785359412292
b2399,lcl|NC_000913.3_cds_NP_416898.3_2378,NP_416898.3,P27238,yfeD,17.507998172264013
b2400,lcl|NC_000913.3_cds_NP_416899.1_2379,NP_416899.1,P04805,gltX,657.297968960806
b2410,lcl|NC_000913.3_cds_NP_416905.1_2385,NP_416905.1,P39836,yfeH,14.396874660842188
b2411,lcl|NC_000913.3_cds_NP_416906.1_2387,NP_416906.1,P15042,ligA,102.04969377710057
b2412,lcl|NC_000913.3_cds_NP_416907.1_2388,NP_416907.1,P77173,zipA,108.77591645212654
b2413,lcl|NC_000913.3_cds_NP_416908.1_2389,NP_416908.1,P0A6J3,cysZ,38.33471012020306
b2414,lcl|NC_000913.3_cds_NP_416909.1_2390,NP_416909.1,P0ABK5,cysK,214.39664176474417
b2415,lcl|NC_000913.3_cds_NP_416910.1_2391,NP_416910.1,P0AA04,ptsH,2960.303261491969
b2416,lcl|NC_000913.3_cds_NP_416911.1_2392,NP_416911.1,P08839,ptsI,967.1978287816819
b2417,lcl|NC_000913.3_cds_NP_416912.1_2393,NP_416912.1,P69783,crr,2057.5895800669296
b2418,lcl|NC_000913.3_cds_NP_416913.1_2394,NP_416913.1,P40191,pdxK,83.95975226261685
b2421,lcl|NC_000913.3_cds_NP_416916.1_2397,NP_416916.1,P16703,cysM,41.24851512478964
b2426,lcl|NC_000913.3_cds_NP_416921.4_2402,NP_416921.4,P37440,ucpA,53.2460327160625
b2428,lcl|NC_000913.3_cds_NP_416923.1_2404,NP_416923.1,P76535,murQ,21.949487465542333
b2431,lcl|NC_000913.3_cds_NP_416926.4_2407,NP_416926.4,P76536,yfeX,209.97218863459028
b2432,lcl|NC_000913.3_cds_NP_416927.1_2408,NP_416927.1,P76537,yfeY,29.144467742609404
b2434,lcl|NC_000913.3_cds_NP_416929.4_2410,NP_416929.4,P76539,ypeA,48.021661778826434
b2435,lcl|NC_000913.3_cds_NP_416930.1_2411,NP_416930.1,P36548,amiA,38.41874542459709
b2436,lcl|NC_000913.3_cds_NP_416931.1_2412,NP_416931.1,P36553,hemF,12.48759384349123
b2439,lcl|NC_000913.3_cds_NP_416934.1_2415,NP_416934.1,P76541,eutL,15.245983077519139
b2441,lcl|NC_000913.3_cds_NP_416936.4_2417,NP_416936.4,P0AEJ6,eutB,13.434284498997334
b2450,lcl|NC_000913.3_cds_NP_416945.2_2426,NP_416945.2,P76550,yffS,45.88431104419028
b2463,lcl|NC_000913.3_cds_NP_416958.1_2439,NP_416958.1,P76558,maeB,63.3904566949947
b2465,lcl|NC_000913.3_cds_NP_416960.1_2441,NP_416960.1,P33570,tktB,3.6660605559646724
b2467,lcl|NC_000913.3_cds_NP_416962.1_2443,NP_416962.1,P37128,nudK,28.126855494349165
b2470,lcl|NC_000913.3_cds_NP_416965.1_2446,NP_416965.1,P24177,acrD,3.1984371183438953
b2471,lcl|NC_000913.3_cds_NP_416966.1_2448,NP_416966.1,P24178,yffB,191.47075494706743
b2472,lcl|NC_000913.3_cds_NP_416967.1_2449,NP_416967.1,P0AED7,dapE,89.22163414777832
b2473,lcl|NC_000913.3_cds_NP_416968.2_2451,NP_416968.2,P76561,ypfH,29.890132150929013
b2475,lcl|NC_000913.3_cds_NP_416970.1_2453,NP_416970.1,P64429,ypfJ,36.17291804651651
b2476,lcl|NC_000913.3_cds_NP_416971.1_2454,NP_416971.1,P0A7D7,purC,188.74911920324283
b2477,lcl|NC_000913.3_cds_NP_416972.4_2455,NP_416972.4,P0A903,bamC,164.5095134027208
b2478,lcl|NC_000913.3_cds_NP_416973.1_2456,NP_416973.1,P0A6L2,dapA,271.10735880827724
b2479,lcl|NC_000913.3_cds_NP_416974.4_2457,NP_416974.4,P0A9I3,gcvR,47.34046894571282
b2480,lcl|NC_000913.3_cds_NP_416975.1_2458,NP_416975.1,P0AE52,bcp,589.2144770794414
b2493,lcl|NC_000913.3_cds_NP_416988.1_2471,NP_416988.1,P0AFI9,yfgO,12.537942414925983
b2494,lcl|NC_000913.3_cds_NP_416989.1_2472,NP_416989.1,P66948,bepA,13.70620297529553
b2495,lcl|NC_000913.3_cds_NP_416990.1_2473,NP_416990.1,P76569,yfgD,253.32264012519678
b2496,lcl|NC_000913.3_cds_NP_416991.2_2474,NP_416991.2,P69931,hda,13.13582886612033
b2497,lcl|NC_000913.3_cds_NP_416992.1_2475,NP_416992.1,P0AGM7,uraA,73.59667112037064
b2498,lcl|NC_000913.3_cds_NP_416993.2_2476,NP_416993.2,P0A8F0,upp,1275.0837619544843
b2499,lcl|NC_000913.3_cds_NP_416994.1_2477,NP_416994.1,P08178,purM,91.48639243078725
b2500,lcl|NC_000913.3_cds_NP_416995.1_2478,NP_416995.1,P08179,purN,42.57323102608023
b2501,lcl|NC_000913.3_cds_NP_416996.1_2479,NP_416996.1,P0A7B1,ppk,18.09198717664812
b2502,lcl|NC_000913.3_cds_NP_416997.1_2480,NP_416997.1,P0AFL6,ppx,21.6794833886788
b2504,lcl|NC_000913.3_cds_NP_416999.1_2482,NP_416999.1,P64545,yfgG,54.27310567859553
b2507,lcl|NC_000913.3_cds_NP_417002.1_2485,NP_417002.1,P04079,guaA,955.7756431297046
b2508,lcl|NC_000913.3_cds_NP_417003.1_2486,NP_417003.1,P0ADG7,guaB,1455.4454301003525
b2509,lcl|NC_000913.3_cds_NP_417004.1_2487,NP_417004.1,P04994,xseA,34.044089061098404
b2510,lcl|NC_000913.3_cds_NP_417005.2_2488,NP_417005.2,P76575,yfgJ,65.99810603343103
b2511,lcl|NC_000913.3_cds_NP_417006.2_2489,NP_417006.2,P0A6P5,der,179.97988776527228
b2512,lcl|NC_000913.3_cds_NP_417007.1_2490,NP_417007.1,P77774,bamB,179.91581364627186
b2513,lcl|NC_000913.3_cds_NP_417008.1_2491,NP_417008.1,P76576,yfgM,171.2771146417407
b2514,lcl|NC_000913.3_cds_NP_417009.1_2492,NP_417009.1,P60906,hisS,210.4931352799895
b2515,lcl|NC_000913.3_cds_NP_417010.1_2493,NP_417010.1,P62620,ispG,120.1444963367029
b2516,lcl|NC_000913.3_cds_NP_417011.1_2494,NP_417011.1,P27434,rodZ,72.36297395768084
b2517,lcl|NC_000913.3_cds_NP_417012.1_2495,NP_417012.1,P36979,rlmN,190.14410324803652
b2518,lcl|NC_000913.3_cds_NP_417013.1_2496,NP_417013.1,P0A763,ndk,1901.6348755741722
b2520,lcl|NC_000913.3_cds_NP_417015.1_2498,NP_417015.1,P76578,yfhM,7.1154760908880865
b2521,lcl|NC_000913.3_cds_NP_417016.4_2499,NP_417016.4,P31142,sseA,71.19578639217355
b2522,lcl|NC_000913.3_cds_NP_417017.4_2501,NP_417017.4,P0AFZ1,sseB,55.78306194536118
b2523,lcl|NC_000913.3_cds_NP_417018.4_2502,NP_417018.4,P37095,pepB,109.36996845569624
b2524,lcl|NC_000913.3_cds_NP_417019.1_2503,NP_417019.1,P0C0L9,iscX,125.95951730615677
b2525,lcl|NC_000913.3_cds_NP_417020.1_2504,NP_417020.1,P0A9R4,fdx,193.32526994679202
b2526,lcl|NC_000913.3_cds_NP_417021.1_2505,NP_417021.1,P0A6Z1,hscA,84.46537752239084
b2527,lcl|NC_000913.3_cds_NP_417022.1_2506,NP_417022.1,P0A6L9,hscB,38.157568056677825
b2528,lcl|NC_000913.3_cds_NP_417023.1_2507,NP_417023.1,P0AAC8,iscA,232.66731614044966
b2529,lcl|NC_000913.3_cds_NP_417024.1_2508,NP_417024.1,P0ACD4,iscU,421.4778997764886
b2531,lcl|NC_000913.3_cds_NP_417026.1_2510,NP_417026.1,P0AGK8,iscR,144.58782798008966
b2532,lcl|NC_000913.3_cds_NP_417027.1_2511,NP_417027.1,P0AE01,trmJ,195.28000409668167
b2533,lcl|NC_000913.3_cds_NP_417028.1_2512,NP_417028.1,P0ADG4,suhB,721.499099098537
b2551,lcl|NC_000913.3_cds_NP_417046.1_2531,NP_417046.1,P0A825,glyA,794.9241599045788
b2552,lcl|NC_000913.3_cds_NP_417047.1_2532,NP_417047.1,P24232,hmp,59.75951807034589
b2553,lcl|NC_000913.3_cds_NP_417048.1_2533,NP_417048.1,P0A9Z1,glnB,361.76467489239457
b2554,lcl|NC_000913.3_cds_NP_417049.1_2534,NP_417049.1,P0AFU4,glrR,10.344080432788603
b2559,lcl|NC_000913.3_cds_NP_417054.2_2539,NP_417054.2,P68398,tadA,28.67490191787933
b2560,lcl|NC_000913.3_cds_NP_417055.4_2540,NP_417055.4,P0AD42,pgpC,16.110555545976677
b2561,lcl|NC_000913.3_cds_NP_417056.2_2541,NP_417056.2,P37767,yfhH,12.821856339859682
b2562,lcl|NC_000913.3_cds_NP_417057.1_2542,NP_417057.1,P52102,yfhL,34.55546266511272
b2563,lcl|NC_000913.3_cds_NP_417058.1_2544,NP_417058.1,P24224,acpS,20.683326618317473
b2564,lcl|NC_000913.3_cds_NP_417059.1_2545,NP_417059.1,P0A794,pdxJ,123.78966031135229
b2565,lcl|NC_000913.3_cds_NP_417060.1_2546,NP_417060.1,P0A7H3,recO,14.399999999999999
b2566,lcl|NC_000913.3_cds_NP_417061.1_2547,NP_417061.1,P06616,era,138.07302415750877
b2567,lcl|NC_000913.3_cds_NP_417062.1_2548,NP_417062.1,P0A7Y0,rnc,223.7469105931969
b2568,lcl|NC_000913.3_cds_NP_417063.1_2549,NP_417063.1,P00803,lepB,54.8999089252432
b2569,lcl|NC_000913.3_cds_NP_417064.1_2550,NP_417064.1,P60785,lepA,258.1894265844361
b2571,lcl|NC_000913.3_cds_NP_417066.1_2552,NP_417066.1,P0AFX9,rseB,28.35965444077202
b2572,lcl|NC_000913.3_cds_NP_417067.1_2553,NP_417067.1,P0AFX7,rseA,100.3742994994237
b2573,lcl|NC_000913.3_cds_NP_417068.1_2554,NP_417068.1,P0AGB6,rpoE,46.79476466443655
b2574,lcl|NC_000913.3_cds_NP_417069.1_2556,NP_417069.1,P10902,nadB,133.9819390813553
b2575,lcl|NC_000913.3_cds_NP_417070.2_2557,NP_417070.2,P31825,yfiC,13.494072772888101
b2576,lcl|NC_000913.3_cds_NP_417071.1_2558,NP_417071.1,P21507,srmB,95.46412938900144
b2579,lcl|NC_000913.3_cds_NP_417074.1_2561,NP_417074.1,P68066,grcA,5016.397711505742
b2580,lcl|NC_000913.3_cds_NP_417075.1_2562,NP_417075.1,P12295,ung,102.81585480848761
b2581,lcl|NC_000913.3_cds_NP_417076.1_2563,NP_417076.1,P0AGJ5,yfiF,266.24943192427645
b2582,lcl|NC_000913.3_cds_NP_417077.1_2564,NP_417077.1,P0AGG4,trxC,75.36491226028201
b2583,lcl|NC_000913.3_cds_NP_417078.4_2565,NP_417078.4,Q47319,tapT,22.886021934796798
b2585,lcl|NC_000913.3_cds_NP_417080.4_2568,NP_417080.4,P23830,pssA,96.68609000264725
b2587,lcl|NC_000913.3_cds_NP_417082.1_2570,NP_417082.1,P0AEX3,kgtP,197.074909615608
b2592,lcl|NC_000913.3_cds_NP_417083.1_2572,NP_417083.1,P63284,clpB,195.03679140100726
b2593,lcl|NC_000913.3_cds_NP_417084.1_2574,NP_417084.1,P33644,yfiH,39.95372323075785
b2594,lcl|NC_000913.3_cds_NP_417085.1_2575,NP_417085.1,P33643,rluD,160.9380315525202
b2595,lcl|NC_000913.3_cds_NP_417086.1_2576,NP_417086.1,P0AC02,bamD,333.9369701006465
b2597,lcl|NC_000913.3_cds_NP_417088.1_2577,NP_417088.1,P0AD49,raiA,304.45827300305064
b2598,lcl|NC_000913.3_cds_NP_417089.1_2578,NP_417089.1,P0AD72,pheL,311.7021655362695
b2599,lcl|NC_000913.3_cds_NP_417090.1_2579,NP_417090.1,P0A9J8,pheA,115.21822772460958
b2600,lcl|NC_000913.3_cds_NP_417091.1_2580,NP_417091.1,P07023,tyrA,40.31922618305068
b2601,lcl|NC_000913.3_cds_NP_417092.1_2581,NP_417092.1,P00888,aroF,29.8330353802626
b2605,lcl|NC_000913.3_cds_NP_417096.1_2585,NP_417096.1,P07021,yfiB,26.25014285675412
b2606,lcl|NC_000913.3_cds_NP_417097.1_2586,NP_417097.1,P0A7K6,rplS,9292.63139589643
b2607,lcl|NC_000913.3_cds_NP_417098.1_2587,NP_417098.1,P0A873,trmD,110.53569559196703
b2608,lcl|NC_000913.3_cds_NP_417099.4_2588,NP_417099.4,P0A7X6,rimM,381.6749926311654
b2609,lcl|NC_000913.3_cds_NP_417100.1_2589,NP_417100.1,P0A7T3,rpsP,8871.964776756044
b2610,lcl|NC_000913.3_cds_NP_417101.1_2590,NP_417101.1,P0AGD7,ffh,266.4390174129909
b2611,lcl|NC_000913.3_cds_NP_417102.4_2591,NP_417102.4,P64432,ypjD,21.576839434912614
b2614,lcl|NC_000913.3_cds_NP_417104.1_2593,NP_417104.1,P09372,grpE,1097.7164934535692
b2615,lcl|NC_000913.3_cds_NP_417105.1_2594,NP_417105.1,P0A7B3,nadK,15.165750888103103
b2617,lcl|NC_000913.3_cds_NP_417107.2_2596,NP_417107.2,P0A937,bamE,411.2700329467245
b2618,lcl|NC_000913.3_cds_NP_417108.4_2597,NP_417108.4,P52119,yfjF,71.47377141301558
b2619,lcl|NC_000913.3_cds_NP_417109.1_2598,NP_417109.1,P0AGL5,ratA,170.44887796638614
b2620,lcl|NC_000913.3_cds_NP_417110.1_2599,NP_417110.1,P0A832,smpB,275.17561665234797
b2622,lcl|NC_000913.3_cds_NP_417111.1_2600,NP_417111.1,P32053,intA,20.883007446246825
b2630,lcl|NC_000913.3_cds_NP_417119.1_2608,NP_417119.1,P52129,rnlA,59.72687837146687
b2665,lcl|NC_000913.3_cds_NP_417151.1_2632,NP_417151.1,P0ADE6,kbp,30.115444542626307
b2666,lcl|NC_000913.3_cds_NP_417152.1_2633,NP_417152.1,P0AE42,yqaE,153.89132529158366
b2668,lcl|NC_000913.3_cds_NP_417154.1_2635,NP_417154.1,P55734,ygaP,17.993332098307974
b2669,lcl|NC_000913.3_cds_NP_417155.1_2636,NP_417155.1,P0ACG1,stpA,1599.7379004074392
b2679,lcl|NC_000913.3_cds_NP_417165.1_2646,NP_417165.1,P0AFM2,proX,13.99106857963322
b2682,lcl|NC_000913.3_cds_NP_417167.1_2647,NP_417167.1,P76630,ygaZ,18.925115587493774
b2684,lcl|NC_000913.3_cds_NP_417169.1_2649,NP_417169.1,P0ACR9,mprA,773.029915333165
b2685,lcl|NC_000913.3_cds_NP_417170.1_2650,NP_417170.1,P27303,emrA,41.27565868644617
b2686,lcl|NC_000913.3_cds_NP_417171.1_2651,NP_417171.1,P0AEJ0,emrB,7.984359711335654
b2687,lcl|NC_000913.3_cds_NP_417172.1_2652,NP_417172.1,P45578,luxS,542.3656515672801
b2688,lcl|NC_000913.3_cds_NP_417173.1_2653,NP_417173.1,P0A6W9,gshA,71.89937412801308
b2690,lcl|NC_000913.3_cds_NP_417175.1_2655,NP_417175.1,P77475,yqaB,44.57465647652261
b2696,lcl|NC_000913.3_cds_NP_417176.1_2656,NP_417176.1,P69913,csrA,935.9954700745084
b2697,lcl|NC_000913.3_cds_NP_417177.1_2657,NP_417177.1,P00957,alaS,363.32514363858724
b2699,lcl|NC_000913.3_cds_NP_417179.1_2659,NP_417179.1,P0A7G6,recA,616.0745490604203
b2700,lcl|NC_000913.3_cds_NP_417180.1_2660,NP_417180.1,P0A6G3,pncC,62.06383810239261
b2701,lcl|NC_000913.3_cds_NP_417181.1_2661,NP_417181.1,P41052,mltB,50.13681282251595
b2707,lcl|NC_000913.3_cds_NP_417187.1_2667,NP_417187.1,P15082,srlR,19.38865647743545
b2708,lcl|NC_000913.3_cds_NP_417188.4_2668,NP_417188.4,P17115,gutQ,32.92324406859081
b2714,lcl|NC_000913.3_cds_NP_417194.2_2674,NP_417194.2,P24242,ascG,13.496666255042395
b2727,lcl|NC_000913.3_cds_NP_417207.1_2687,NP_417207.1,P0AAN3,hypB,22.226110770892873
b2733,lcl|NC_000913.3_cds_NP_417213.1_2693,NP_417213.1,P23909,mutS,47.67221412940667
b2735,lcl|NC_000913.3_cds_NP_417215.2_2695,NP_417215.2,P52598,ygbI,16.322377277835482
b2741,lcl|NC_000913.3_cds_NP_417221.1_2701,NP_417221.1,P13445,rpoS,150.3400811493728
b2742,lcl|NC_000913.3_cds_NP_417222.1_2702,NP_417222.1,P0ADA3,nlpD,62.386296572244134
b2743,lcl|NC_000913.3_cds_NP_417223.1_2703,NP_417223.1,P0A7A5,pcm,28.599475519666434
b2744,lcl|NC_000913.3_cds_NP_417224.1_2704,NP_417224.1,P0A840,umpG,28.093593575760295
b2745,lcl|NC_000913.3_cds_NP_417225.1_2705,NP_417225.1,Q57261,truD,65.14675740203808
b2746,lcl|NC_000913.3_cds_NP_417226.1_2706,NP_417226.1,P62617,ispF,101.91810437797594
b2747,lcl|NC_000913.3_cds_NP_417227.1_2707,NP_417227.1,Q46893,ispD,30.665452874529667
b2748,lcl|NC_000913.3_cds_NP_417228.1_2708,NP_417228.1,P0A6S5,ftsB,24.7
b2765,lcl|NC_000913.3_cds_NP_417245.1_2725,NP_417245.1,P65870,queD,183.09472958007288
b2777,lcl|NC_000913.3_cds_NP_417257.1_2736,NP_417257.1,P64554,queE,76.14985226512263
b2779,lcl|NC_000913.3_cds_NP_417259.1_2739,NP_417259.1,P0A6P9,eno,3147.3020446089977
b2780,lcl|NC_000913.3_cds_NP_417260.1_2740,NP_417260.1,P0A7E5,pyrG,785.161441997759
b2781,lcl|NC_000913.3_cds_NP_417261.1_2741,NP_417261.1,P0AEY3,mazG,24.780637602773663
b2782,lcl|NC_000913.3_cds_NP_417262.1_2742,NP_417262.1,P0AE70,mazF,24.243762084297067
b2783,lcl|NC_000913.3_cds_NP_417263.1_2743,NP_417263.1,P0AE72,mazE,55.14725741140717
b2784,lcl|NC_000913.3_cds_NP_417264.1_2744,NP_417264.1,P0AG20,relA,23.12141864159723
b2785,lcl|NC_000913.3_cds_NP_417265.1_2745,NP_417265.1,P55135,rlmD,25.695135726436632
b2786,lcl|NC_000913.3_cds_NP_417266.1_2746,NP_417266.1,P0AEC5,barA,7.935993951610598
b2787,lcl|NC_000913.3_cds_NP_417267.1_2747,NP_417267.1,P0AES2,gudD,6.079473661428264
b2790,lcl|NC_000913.3_cds_NP_417270.1_2750,NP_417270.1,P65367,yqcA,76.61214003015449
b2791,lcl|NC_000913.3_cds_NP_417271.1_2751,NP_417271.1,P0AA41,truC,34.099999999999994
b2792,lcl|NC_000913.3_cds_NP_417272.1_2752,NP_417272.1,Q46919,yqcC,74.55856758280702
b2793,lcl|NC_000913.3_cds_NP_417273.1_2753,NP_417273.1,P0A8U0,syd,46.93825731745906
b2794,lcl|NC_000913.3_cds_NP_417274.1_2754,NP_417274.1,Q46920,queF,94.78997837324363
b2795,lcl|NC_000913.3_cds_NP_417275.1_2755,NP_417275.1,P0ADR8,ppnN,46.36237698824339
b2796,lcl|NC_000913.3_cds_NP_417276.1_2756,NP_417276.1,P0AAD6,sdaC,446.6878104448339
b2797,lcl|NC_000913.3_cds_NP_417277.1_2757,NP_417277.1,P30744,sdaB,326.0120243181224
b2798,lcl|NC_000913.3_cds_NP_417278.4_2758,NP_417278.4,P38506,ygdG,13.638181696985859
b2804,lcl|NC_000913.3_cds_NP_417284.1_2764,NP_417284.1,P0AEN8,fucU,32.49938460955838
b2806,lcl|NC_000913.3_cds_NP_417286.1_2766,NP_417286.1,P0ADR6,rlmM,96.66110903564058
b2807,lcl|NC_000913.3_cds_NP_417287.1_2767,NP_417287.1,P0ADR2,ygdD,120.68057010140447
b2808,lcl|NC_000913.3_cds_NP_417288.1_2768,NP_417288.1,P0A9F6,gcvA,17.848249213858487
b2810,lcl|NC_000913.3_cds_NP_417290.1_2770,NP_417290.1,Q46925,csdA,17.749366185867032
b2811,lcl|NC_000913.3_cds_NP_417291.1_2771,NP_417291.1,P0AGF2,csdE,51.03861283381434
b2812,lcl|NC_000913.3_cds_NP_417292.1_2772,NP_417292.1,Q46927,tcdA,69.13768870883665
b2813,lcl|NC_000913.3_cds_NP_417293.1_2773,NP_417293.1,P0A935,mltA,69.0952965114124
b2817,lcl|NC_000913.3_cds_NP_417294.4_2774,NP_417294.4,P63883,amiC,24.901807163336557
b2819,lcl|NC_000913.3_cds_NP_417296.1_2776,NP_417296.1,P04993,recD,5.422176684690384
b2820,lcl|NC_000913.3_cds_NP_417297.1_2777,NP_417297.1,P08394,recB,4.695742752749559
b2821,lcl|NC_000913.3_cds_NP_417298.1_2778,NP_417298.1,P05458,ptrA,14.303845636750975
b2822,lcl|NC_000913.3_cds_NP_417299.1_2779,NP_417299.1,P07648,recC,5.989991652748775
b2827,lcl|NC_000913.3_cds_NP_417304.1_2784,NP_417304.1,P0A884,thyA,124.95679253245895
b2828,lcl|NC_000913.3_cds_NP_417305.1_2785,NP_417305.1,P60955,lgt,81.83886607230085
b2829,lcl|NC_000913.3_cds_NP_417306.1_2786,NP_417306.1,P37177,ptsP,23.503616742961075
b2830,lcl|NC_000913.3_cds_NP_417307.1_2787,NP_417307.1,P0A776,rppH,40.73917034010389
b2832,lcl|NC_000913.3_cds_NP_417309.1_2790,NP_417309.1,P67127,ygdQ,20.039960079800565
b2833,lcl|NC_000913.3_cds_NP_417310.1_2791,NP_417310.1,P65294,ygdR,52.670674952956496
b2834,lcl|NC_000913.3_cds_NP_417311.1_2792,NP_417311.1,P0A9T4,tas,50.7025640377289
b2836,lcl|NC_000913.3_cds_NP_417313.1_2794,NP_417313.1,P31119,aas,10.099504938362081
b2837,lcl|NC_000913.3_cds_NP_417314.1_2795,NP_417314.1,P03024,galR,18.593547267802347
b2838,lcl|NC_000913.3_cds_NP_417315.1_2796,NP_417315.1,P00861,lysA,86.88705312070377
b2840,lcl|NC_000913.3_cds_NP_417317.1_2798,NP_417317.1,P03813,ygeA,17.031735084835013
b2844,lcl|NC_000913.3_cds_NP_417321.2_2802,NP_417321.2,Q46939,yqeF,8.2365041127896
b2845,lcl|NC_000913.3_cds_NP_417322.1_2803,NP_417322.1,P63340,yqeG,34.74823736536862
b2865,lcl|NC_000913.3_cds_NP_417341.4_2815,NP_417341.4,Q46798,actS,20.748493921246435
b2890,lcl|NC_000913.3_cds_NP_417366.1_2841,NP_417366.1,P0A8N3,lysS,785.6977090459153
b2891,lcl|NC_000913.3_cds_NP_417367.1_2842,NP_417367.1,P07012,prfB,572.1298803593464
b2892,lcl|NC_000913.3_cds_NP_417368.1_2843,NP_417368.1,P21893,recJ,27.093541665865683
b2893,lcl|NC_000913.3_cds_NP_417369.1_2844,NP_417369.1,P0AEG6,dsbC,134.2904687608171
b2894,lcl|NC_000913.3_cds_NP_417370.1_2845,NP_417370.1,P0A8P8,xerD,14.778362561528933
b2895,lcl|NC_000913.3_cds_NP_417371.1_2846,NP_417371.1,P0ABY4,fldB,160.7955223257165
b2896,lcl|NC_000913.3_cds_NP_417372.1_2847,NP_417372.1,Q46824,ygfX,43.9561144779654
b2897,lcl|NC_000913.3_cds_NP_417373.1_2848,NP_417373.1,P64559,sdhE,205.06652579102234
b2898,lcl|NC_000913.3_cds_NP_417374.1_2849,NP_417374.1,P0ADE8,ygfZ,320.390979897999
b2900,lcl|NC_000913.3_cds_NP_417376.1_2851,NP_417376.1,P67603,yqfB,148.07606153595518
b2901,lcl|NC_000913.3_cds_NP_417377.1_2852,NP_417377.1,Q46829,bglA,148.67817593715637
b2903,lcl|NC_000913.3_cds_NP_417379.1_2854,NP_417379.1,P33195,gcvP,25.37518472839164
b2904,lcl|NC_000913.3_cds_NP_417380.1_2855,NP_417380.1,P0A6T9,gcvH,180.30673864279177
b2905,lcl|NC_000913.3_cds_NP_417381.1_2856,NP_417381.1,P27248,gcvT,44.58811500837413
b2906,lcl|NC_000913.3_cds_NP_417382.1_2858,NP_417382.1,P25535,ubiI,24.813302883735574
b2907,lcl|NC_000913.3_cds_NP_417383.1_2859,NP_417383.1,P25534,ubiH,16.0299719276111
b2908,lcl|NC_000913.3_cds_NP_417384.1_2860,NP_417384.1,P15034,pepP,97.05647840304114
b2909,lcl|NC_000913.3_cds_NP_417385.4_2861,NP_417385.4,P0A8C4,ygfB,167.80229438240704
b2910,lcl|NC_000913.3_cds_NP_417386.1_2862,NP_417386.1,P0ADS2,zapA,114.53907630149634
